"Sample Date","Facility","Species","Salvage","Loss","Acrefeet"
1994-03-08,CVP,2,24,16.32,4441
2014-08-29,CVP,2,0,0.00,1783
1996-10-26,SWP,2,0,0.00,8695
2003-01-17,SWP,2,0,0.00,4866
2014-02-11,CVP,2,0,0.00,3181
2015-04-17,SWP,2,4,17.32,1095
1994-11-04,CVP,2,0,0.00,2011
2005-11-02,SWP,2,0,0.00,11291
2019-03-14,CVP,2,0,0.00,1837
2008-01-15,CVP,2,0,0.00,5680
2012-05-05,CVP,2,0,0.00,1949
1994-05-07,CVP,2,0,0.00,1717
2004-09-27,CVP,2,0,0.00,8809
2020-04-09,CVP,2,0,0.00,6928
2003-02-25,CVP,2,0,0.00,8644
2001-08-13,CVP,2,0,0.00,8304
1994-09-10,SWP,2,0,0.00,12626
2000-07-18,CVP,2,0,0.00,8622
2006-12-26,SWP,2,0,0.00,15172
1994-03-25,SWP,2,6,25.98,3954
2014-04-03,CVP,2,0,0.00,8412
2008-09-21,CVP,2,0,0.00,7365
1994-10-16,CVP,2,0,0.00,5610
2003-10-20,CVP,2,0,0.00,8587
2002-02-27,SWP,2,0,0.00,7974
2016-07-08,SWP,2,0,0.00,14149
1994-05-21,CVP,2,0,0.00,1935
2013-03-22,SWP,2,28,121.24,5878
2009-05-18,CVP,2,0,0.00,2697
1998-11-29,SWP,2,0,0.00,4442
2014-05-16,SWP,2,0,0.00,646
2007-04-24,SWP,2,0,0.00,883
2002-02-28,CVP,2,12,8.16,7911
2014-01-16,SWP,2,0,0.00,2295
2019-07-10,CVP,2,0,0.00,8512
2007-12-01,CVP,2,0,0.00,7353
2011-08-16,SWP,2,0,0.00,14051
2009-06-13,SWP,2,0,0.00,944
2011-02-15,CVP,2,0,0.00,3857
2007-08-20,SWP,2,0,0.00,13535
2002-08-27,CVP,2,0,0.00,8589
2016-04-27,CVP,2,0,0.00,1936
2019-06-20,SWP,2,0,0.00,13126
2009-04-06,SWP,2,0,0.00,2179
2013-05-06,SWP,2,12,51.96,1183
2001-06-19,CVP,2,0,0.00,3153
2002-11-13,CVP,2,0,0.00,8423
2001-06-02,CVP,2,0,0.00,4331
2015-07-24,CVP,2,0,0.00,606
2019-08-10,SWP,2,0,0.00,1053
2010-04-19,CVP,2,0,0.00,1644
2002-02-19,CVP,2,0,0.00,6683
2021-10-02,CVP,2,0,0.00,3409
1995-01-21,SWP,2,6,25.98,15804
1995-01-23,SWP,2,10,43.30,14226
2003-09-10,SWP,2,0,0.00,13879
2005-10-13,SWP,2,0,0.00,13050
2002-02-16,CVP,2,0,0.00,6662
2007-07-29,SWP,2,0,0.00,14170
1996-07-30,SWP,2,0,0.00,12462
2013-06-30,SWP,2,0,0.00,11386
2006-10-01,CVP,2,0,0.00,8483
2013-10-26,CVP,2,0,0.00,3197
2021-11-19,SWP,2,0,0.00,821
2008-03-26,SWP,2,4,17.32,2896
2007-06-05,CVP,2,0,0.00,1687
2007-09-25,CVP,2,0,0.00,8579
1997-08-16,CVP,2,0,0.00,8834
2019-03-27,CVP,2,0,0.00,3592
2007-02-08,CVP,2,0,0.00,8608
2014-09-22,SWP,2,0,0.00,2781
2018-06-25,CVP,2,0,0.00,3812
2021-10-20,CVP,2,0,0.00,1600
1998-11-30,SWP,2,0,0.00,2834
2018-05-18,CVP,2,4,2.72,1895
2002-10-19,CVP,2,0,0.00,8486
2003-09-16,CVP,2,0,0.00,5527
2006-08-09,SWP,2,0,0.00,14481
2006-04-24,CVP,2,0,0.00,1284
2011-12-01,CVP,2,0,0.00,3706
1997-07-22,SWP,2,0,0.00,10756
1999-02-25,SWP,2,2,8.66,5766
2010-05-17,CVP,2,0,0.00,1638
2009-12-17,CVP,2,0,0.00,5820
2009-10-18,SWP,2,0,0.00,7606
2018-02-15,SWP,2,0,0.00,3097
2007-11-26,CVP,2,0,0.00,7462
1997-01-01,SWP,2,0,0.00,2227
2012-08-03,CVP,2,0,0.00,8720
1997-04-02,SWP,2,15,64.95,3294
2021-07-17,CVP,2,0,0.00,1587
2009-11-14,CVP,2,0,0.00,6834
2004-10-30,CVP,2,0,0.00,8606
2002-06-29,SWP,2,0,0.00,4982
2001-08-04,SWP,2,0,0.00,9621
2001-02-27,CVP,2,24,16.32,8127
1999-10-06,CVP,2,0,0.00,8480
1996-12-04,SWP,2,0,0.00,10379
1997-10-31,SWP,2,0,0.00,8192
2020-11-01,CVP,2,0,0.00,3851
2019-08-03,CVP,2,0,0.00,8542
1995-12-23,CVP,2,0,0.00,8343
2001-03-02,SWP,2,30,129.90,9787
2002-10-06,SWP,2,0,0.00,2478
1998-07-23,CVP,2,0,0.00,8606
2021-12-11,CVP,2,0,0.00,1659
2018-04-07,CVP,2,8,5.44,5386
1994-06-27,SWP,2,0,0.00,748
2011-08-27,SWP,2,0,0.00,14016
2014-10-18,CVP,2,NS,0.00,0
2008-01-15,SWP,2,0,0.00,5879
2014-11-02,SWP,2,0,0.00,1680
2020-06-22,SWP,2,0,0.00,950
1994-11-28,CVP,2,0,0.00,6538
2000-06-16,CVP,2,0,0.00,7501
1994-01-12,SWP,2,0,0.00,4253
2000-11-01,SWP,2,0,0.00,12899
2002-06-22,SWP,2,0,0.00,4681
2012-04-07,SWP,2,4,17.32,2184
2001-11-12,CVP,2,0,0.00,6581
2007-12-19,CVP,2,0,0.00,7430
2016-09-20,SWP,2,0,0.00,12761
2021-01-21,SWP,2,0,0.00,2513
2003-08-30,CVP,2,0,0.00,8553
1999-03-15,SWP,2,18,77.94,5721
2014-11-19,CVP,2,0,0.00,1595
2008-07-31,CVP,2,0,0.00,7340
2008-10-05,CVP,2,0,0.00,7540
2021-04-06,SWP,2,0,0.00,821
2010-03-28,CVP,2,0,0.00,5519
1995-02-23,CVP,2,0,0.00,8344
2000-09-14,SWP,2,0,0.00,14393
2018-06-05,CVP,2,0,0.00,5294
2006-11-02,CVP,2,0,0.00,8519
2017-12-21,CVP,2,0,0.00,8386
2000-01-22,SWP,2,15,64.95,12426
2008-08-11,SWP,2,0,0.00,3044
2019-07-27,CVP,2,0,0.00,8542
2020-02-12,CVP,2,0,0.00,3659
2016-08-18,SWP,2,0,0.00,14017
2021-04-20,CVP,2,0,0.00,1598
2010-09-05,SWP,2,0,0.00,13586
2004-01-10,SWP,2,0,0.00,13035
1997-09-16,SWP,2,0,0.00,10028
2005-07-06,SWP,2,0,0.00,14134
1997-04-17,CVP,2,0,0.00,1494
2009-05-11,SWP,2,4,17.32,4853
2015-07-07,SWP,2,0,0.00,831
2007-08-08,CVP,2,0,0.00,8794
2017-09-25,CVP,2,0,0.00,6936
2019-12-21,CVP,2,0,0.00,6605
1999-01-25,SWP,2,6,25.98,4323
2009-02-17,CVP,2,0,0.00,3976
2014-12-04,CVP,2,0,0.00,1656
2006-07-28,CVP,2,0,0.00,8662
2007-02-14,CVP,2,48,32.64,8749
1998-07-04,CVP,2,0,0.00,7290
2008-02-04,SWP,2,4,17.32,6448
1999-12-30,SWP,2,0,0.00,12690
1995-10-03,CVP,2,0,0.00,8534
2001-05-29,SWP,2,NS,0.00,0
2008-07-04,SWP,2,0,0.00,5973
1998-05-25,CVP,2,0,0.00,7238
2017-10-11,SWP,2,0,0.00,744
2021-12-25,SWP,2,0,0.00,1024
1997-10-28,CVP,2,0,0.00,8468
2007-10-11,CVP,2,0,0.00,8447
1998-12-25,SWP,2,0,0.00,4460
2010-10-20,CVP,2,0,0.00,8198
2020-02-14,SWP,2,0,0.00,3466
2022-03-21,CVP,2,0,0.00,1795
2020-02-29,CVP,2,0,0.00,1735
2010-03-28,SWP,2,4,17.32,8181
2006-01-04,SWP,2,6,25.98,1099
2001-12-18,CVP,2,0,0.00,8028
2007-10-23,CVP,2,0,0.00,8371
2012-01-12,SWP,2,0,0.00,8093
2004-03-05,CVP,2,0,0.00,8791
2015-11-18,SWP,2,0,0.00,1270
2008-12-28,SWP,2,0,0.00,2853
1999-03-16,SWP,2,0,0.00,5922
2002-05-18,SWP,2,0,0.00,635
2013-06-13,CVP,2,0,0.00,1600
2016-01-27,SWP,2,0,0.00,3818
2007-10-12,CVP,2,0,0.00,8390
2012-11-13,CVP,2,0,0.00,3476
2016-12-28,CVP,2,0,0.00,8179
2020-03-20,CVP,2,0,0.00,7060
1994-06-18,CVP,2,0,0.00,3202
1997-07-15,SWP,2,0,0.00,2553
2000-03-25,CVP,2,0,0.00,3534
2004-03-11,CVP,2,12,8.16,8572
2001-06-17,SWP,2,NS,0.00,0
2014-01-27,CVP,2,0,0.00,945
1994-01-11,CVP,2,0,0.00,3902
1996-10-07,CVP,2,0,0.00,8239
1994-08-01,SWP,2,0,0.00,2388
2018-12-26,CVP,2,0,0.00,7877
2018-05-29,SWP,2,0,0.00,1526
1995-01-02,CVP,2,0,0.00,8386
2003-04-15,CVP,2,0,0.00,3186
2021-10-13,CVP,2,0,0.00,3383
1995-08-15,SWP,2,0,0.00,7156
2018-09-27,CVP,2,0,0.00,5472
2020-05-23,CVP,2,0,0.00,1790
2022-09-03,SWP,2,0,0.00,1446
2008-10-23,SWP,2,0,0.00,1074
2006-06-06,SWP,2,1,4.33,6028
2008-04-03,SWP,2,6,25.98,5094
2004-09-22,SWP,2,0,0.00,11516
2011-11-10,CVP,2,0,0.00,8167
2021-02-07,CVP,2,0,0.00,3745
2015-09-06,SWP,2,0,0.00,1813
2015-09-20,CVP,2,0,0.00,1592
2007-12-10,SWP,2,0,0.00,9095
2019-07-15,SWP,2,0,0.00,13024
1995-04-21,SWP,2,0,0.00,156
2008-05-24,SWP,2,8,34.64,2645
2001-10-11,CVP,2,0,0.00,8305
2015-07-07,CVP,2,0,0.00,600
2011-04-20,SWP,2,0,0.00,6608
2017-05-11,CVP,2,0,0.00,6781
2010-05-29,CVP,2,8,5.44,5602
1996-10-21,SWP,2,0,0.00,10035
1998-07-30,SWP,2,0,0.00,7719
1998-07-03,CVP,2,0,0.00,7525
2011-08-08,SWP,2,0,0.00,14759
2000-03-17,SWP,2,0,0.00,6888
2014-01-31,CVP,2,0,0.00,498
2010-05-05,SWP,2,2,8.66,1307
2013-12-22,SWP,2,0,0.00,3947
2009-08-02,CVP,2,0,0.00,8062
2010-03-07,CVP,2,10,6.80,8272
1996-02-26,CVP,2,0,0.00,3803
2007-01-29,SWP,2,0,0.00,8203
2019-12-09,CVP,2,0,0.00,6922
2004-03-06,SWP,2,36,155.88,14877
2020-02-03,CVP,2,0,0.00,5208
2022-08-22,SWP,2,0,0.00,1268
2008-08-15,SWP,2,0,0.00,3019
2022-03-21,SWP,2,0,0.00,1010
2010-10-28,SWP,2,4,17.32,11815
2015-12-06,SWP,2,0,0.00,373
1995-02-24,SWP,2,0,0.00,1675
2001-08-26,SWP,2,0,0.00,7290
2003-08-21,SWP,2,0,0.00,13879
2007-03-18,SWP,2,30,129.90,4924
2000-04-30,CVP,2,0,0.00,1721
2022-04-24,SWP,2,0,0.00,1057
2003-09-14,SWP,2,0,0.00,14261
2005-11-25,CVP,2,0,0.00,8417
2011-04-15,SWP,2,0,0.00,7330
1997-04-04,CVP,2,36,24.48,8978
1995-10-21,CVP,2,0,0.00,8594
2002-12-09,SWP,2,0,0.00,3886
2003-02-26,SWP,2,0,0.00,7843
2009-08-31,SWP,2,0,0.00,8155
2000-08-31,CVP,2,0,0.00,8761
1997-01-15,SWP,2,0,0.00,122
2020-01-17,SWP,2,0,0.00,3813
1995-06-23,CVP,2,0,0.00,8632
1994-09-24,SWP,2,0,0.00,379
2002-10-18,SWP,2,0,0.00,2325
2002-08-20,SWP,2,0,0.00,13855
2000-12-31,CVP,2,0,0.00,8214
1996-09-02,SWP,2,0,0.00,7447
2014-03-12,CVP,2,0,0.00,6666
2007-09-08,SWP,2,0,0.00,11953
1998-01-25,CVP,2,0,0.00,7569
2016-04-15,CVP,2,0,0.00,1976
2009-08-26,CVP,2,0,0.00,8231
2014-11-30,SWP,2,0,0.00,5651
2019-05-11,SWP,2,4,17.32,3293
2004-09-13,SWP,2,0,0.00,11023
2011-11-18,SWP,2,0,0.00,3182
2021-04-04,CVP,2,0,0.00,813
2014-07-18,CVP,2,0,0.00,1733
1996-08-04,SWP,2,0,0.00,12569
2021-02-26,CVP,2,0,0.00,1934
2016-01-18,SWP,2,0,0.00,4196
2021-03-13,CVP,2,0,0.00,790
2003-03-02,SWP,2,4,17.32,14260
2006-11-13,CVP,2,0,0.00,8376
1999-09-12,SWP,2,0,0.00,14240
2021-05-09,CVP,2,0,0.00,1586
2009-12-16,SWP,2,0,0.00,9324
2022-07-16,CVP,2,0,0.00,5380
2006-03-27,SWP,2,6,25.98,5899
2001-05-09,SWP,2,0,0.00,443
1998-04-26,SWP,2,0,0.00,639
1995-11-29,CVP,2,0,0.00,8670
1996-11-24,SWP,2,0,0.00,12514
2010-11-22,SWP,2,0,0.00,8904
2015-10-21,SWP,2,0,0.00,273
2008-08-01,SWP,2,0,0.00,3760
1999-02-17,CVP,2,0,0.00,8321
2007-08-01,CVP,2,0,0.00,8754
2017-03-08,CVP,2,0,0.00,7428
1994-04-23,SWP,2,0,0.00,738
1998-05-18,SWP,2,0,0.00,1115
1994-03-29,SWP,2,2,8.66,2974
2015-10-05,SWP,2,0,0.00,364
2010-10-10,SWP,2,0,0.00,11871
2006-05-02,SWP,2,12,51.96,8997
2011-01-14,CVP,2,0,0.00,8085
2002-09-14,SWP,2,0,0.00,10533
2021-03-31,SWP,2,0,0.00,809
2006-08-04,CVP,2,0,0.00,8893
1993-10-21,CVP,2,0,0.00,8414
2008-04-10,CVP,2,0,0.00,2244
2000-01-12,SWP,2,6,25.98,12897
2011-07-17,SWP,2,0,0.00,14072
2004-01-31,CVP,2,0,0.00,8660
2009-02-23,SWP,2,0,0.00,5809
2007-03-22,SWP,2,28,121.24,6107
2015-11-30,SWP,2,0,0.00,546
2005-11-28,SWP,2,0,0.00,7808
2013-06-09,CVP,2,0,0.00,1615
2018-01-03,CVP,2,0,0.00,5399
2005-10-09,SWP,2,0,0.00,14854
1998-06-27,CVP,2,12,8.16,8467
2014-08-28,CVP,2,0,0.00,1256
1994-05-25,CVP,2,0,0.00,1664
2014-05-26,CVP,2,0,0.00,1609
2000-06-19,SWP,2,0,0.00,4531
2019-12-01,CVP,2,0,0.00,3621
2012-04-29,SWP,2,0,0.00,1356
2017-09-08,CVP,2,0,0.00,8665
2020-10-08,CVP,2,0,0.00,6759
2014-08-10,CVP,2,0,0.00,1128
2012-08-07,CVP,2,0,0.00,8643
2005-01-17,CVP,2,0,0.00,8406
2021-08-08,SWP,2,0,0.00,455
1996-11-08,SWP,2,0,0.00,11432
2009-02-07,CVP,2,0,0.00,1990
2006-01-13,CVP,2,0,0.00,7686
2016-02-28,CVP,2,0,0.00,6749
2016-07-26,CVP,2,0,0.00,1608
2009-05-04,CVP,2,0,0.00,2008
1994-03-24,SWP,2,3,12.99,2970
2013-08-14,SWP,2,0,0.00,11382
1994-01-28,CVP,2,0,0.00,7570
2002-01-13,SWP,2,14,60.62,14959
2013-10-16,CVP,2,0,0.00,5144
2013-07-16,CVP,2,0,0.00,7285
2002-09-07,SWP,2,0,0.00,7171
2000-07-02,SWP,2,0,0.00,12218
1997-11-25,SWP,2,0,0.00,12994
1994-04-16,SWP,2,1,4.33,742
2014-02-12,CVP,2,0,0.00,4501
2012-06-22,CVP,2,0,0.00,4313
2013-05-17,CVP,2,0,0.00,1609
2016-05-27,SWP,2,0,0.00,173
1997-05-21,CVP,2,0,0.00,1618
2002-09-29,SWP,2,0,0.00,3857
2022-09-08,SWP,2,0,0.00,1322
1996-06-17,CVP,2,0,0.00,8768
1999-09-02,SWP,2,0,0.00,9896
2000-08-28,SWP,2,0,0.00,13546
1997-09-12,CVP,2,0,0.00,8515
1994-03-30,CVP,2,0,0.00,1598
2012-11-24,SWP,2,0,0.00,7807
2009-08-21,SWP,2,0,0.00,6949
2020-09-16,SWP,2,0,0.00,4223
1995-01-28,CVP,2,0,0.00,8192
1998-08-28,CVP,2,0,0.00,8778
2013-08-01,CVP,2,0,0.00,6862
2014-09-26,CVP,2,0,0.00,3318
2008-11-02,SWP,2,0,0.00,833
2007-05-11,SWP,2,0,0.00,1067
1999-12-07,SWP,2,0,0.00,12716
2016-10-17,CVP,2,0,0.00,6443
2002-12-06,CVP,2,0,0.00,3108
2004-01-28,SWP,2,18,77.94,13983
2021-01-30,SWP,2,0,0.00,3199
2006-10-24,SWP,2,0,0.00,10135
1995-05-18,CVP,2,0,0.00,7204
2000-07-14,CVP,2,0,0.00,8565
2006-02-27,CVP,2,24,16.32,8407
2016-10-04,CVP,2,0,0.00,8030
2000-01-24,SWP,2,18,77.94,14342
2008-09-29,CVP,2,0,0.00,8507
2009-05-01,CVP,2,0,0.00,1831
2000-04-23,SWP,2,0,0.00,2916
1998-06-18,CVP,2,0,0.00,5547
1996-06-11,SWP,2,0,0.00,3576
2000-04-04,SWP,2,6,25.98,10323
2009-02-18,SWP,2,0,0.00,4112
1996-01-13,CVP,2,0,0.00,8478
2013-08-28,CVP,2,0,0.00,8349
2022-03-15,SWP,2,0,0.00,821
2004-07-15,SWP,2,0,0.00,13925
1998-09-12,SWP,2,0,0.00,9671
2016-05-15,SWP,2,0,0.00,1916
2017-07-02,SWP,2,0,0.00,14187
2005-08-08,CVP,2,0,0.00,8714
2011-05-30,SWP,2,0,0.00,2928
2015-09-24,CVP,2,0,0.00,1594
2022-03-30,SWP,2,0,0.00,3210
2004-10-27,SWP,2,0,0.00,10323
1996-12-27,CVP,2,0,0.00,8157
1999-06-21,SWP,2,0,0.00,1446
2021-11-22,CVP,2,0,0.00,5423
2011-10-19,CVP,2,0,0.00,8021
2007-03-08,SWP,2,18,77.94,6891
2008-05-10,CVP,2,0,0.00,1673
2007-05-10,CVP,2,1,0.68,1691
2002-01-23,SWP,2,24,103.92,14301
2004-03-16,SWP,2,6,25.98,13635
2018-03-01,SWP,2,0,0.00,7938
2021-05-19,SWP,2,NS,0.00,0
2008-02-23,SWP,2,26,112.58,6937
2009-06-29,CVP,2,0,0.00,3299
2000-05-16,SWP,2,0,0.00,2641
2007-06-02,CVP,2,0,0.00,1692
2020-01-18,CVP,2,0,0.00,8197
2014-04-02,SWP,2,0,0.00,1841
2017-10-25,CVP,2,0,0.00,8663
2017-10-18,CVP,2,0,0.00,8664
2021-01-10,CVP,2,0,0.00,1643
2019-04-25,CVP,2,0,0.00,3456
2001-12-27,CVP,2,0,0.00,8090
1998-10-12,SWP,2,0,0.00,9138
2014-08-27,SWP,2,0,0.00,3715
1996-08-03,CVP,2,0,0.00,8811
2002-04-28,CVP,2,0,0.00,1736
2013-07-31,SWP,2,0,0.00,11541
2007-10-07,SWP,2,0,0.00,6475
1994-10-24,CVP,2,0,0.00,2773
2017-05-05,CVP,2,0,0.00,4811
2020-01-24,SWP,2,0,0.00,3325
2002-05-29,CVP,2,0,0.00,1830
2008-01-16,SWP,2,0,0.00,4782
2014-04-11,SWP,2,0,0.00,744
2005-12-30,CVP,2,0,0.00,8362
2006-05-28,SWP,2,6,25.98,7380
2002-07-14,SWP,2,0,0.00,12503
2000-02-24,CVP,2,12,8.16,8094
1995-08-18,SWP,2,0,0.00,8278
2015-04-03,SWP,2,0,0.00,455
2005-09-15,SWP,2,0,0.00,14534
1998-07-18,SWP,2,0,0.00,8929
2011-02-23,CVP,2,3,2.04,5611
2015-01-25,SWP,2,0,0.00,7543
2016-03-30,CVP,2,0,0.00,3912
1999-04-01,CVP,2,0,0.00,3417
2022-06-11,CVP,2,0,0.00,1804
2002-03-30,CVP,2,24,16.32,8326
2014-08-05,SWP,2,0,0.00,2430
2011-02-26,SWP,2,0,0.00,9592
2019-09-20,SWP,2,0,0.00,13185
2010-01-05,SWP,2,0,0.00,8637
2015-05-24,SWP,2,0,0.00,1547
2019-03-04,CVP,2,0,0.00,8616
2018-06-21,SWP,2,0,0.00,468
2005-01-29,CVP,2,0,0.00,8651
2005-09-18,CVP,2,0,0.00,8661
2006-11-23,CVP,2,0,0.00,7175
2012-08-02,CVP,2,0,0.00,8299
2002-06-28,CVP,2,0,0.00,6701
2003-07-19,CVP,2,0,0.00,8921
2016-12-20,SWP,2,0,0.00,8864
2019-06-01,SWP,2,0,0.00,12025
2022-05-27,SWP,2,0,0.00,747
1999-09-23,CVP,2,0,0.00,8305
2022-03-19,CVP,2,4,2.72,1774
2002-09-12,SWP,2,0,0.00,11315
2016-08-04,CVP,2,0,0.00,3346
2017-05-20,CVP,2,0,0.00,4983
1998-08-22,SWP,2,0,0.00,8104
2002-08-09,SWP,2,0,0.00,13772
2014-12-22,SWP,2,0,0.00,5656
2018-09-13,CVP,2,0,0.00,8417
2007-04-07,SWP,2,12,51.96,4851
2008-05-17,SWP,2,0,0.00,182
1999-05-21,SWP,2,20,86.60,2806
1997-05-14,CVP,2,0,0.00,1670
1994-09-16,SWP,2,0,0.00,8853
2020-02-03,SWP,2,0,0.00,7191
2007-03-16,CVP,2,24,16.32,8915
1994-01-29,SWP,2,0,0.00,8143
2001-06-27,SWP,2,NS,0.00,0
2012-06-30,CVP,2,0,0.00,5403
2003-10-28,CVP,2,0,0.00,9011
2018-07-30,CVP,2,0,0.00,7652
2003-06-07,CVP,2,0,0.00,8892
2012-06-27,SWP,2,0,0.00,4592
2015-10-24,SWP,2,0,0.00,91
2003-05-16,SWP,2,0,0.00,438
2000-05-08,CVP,2,12,8.16,1712
2006-04-22,SWP,2,0,0.00,11854
2021-04-08,CVP,2,0,0.00,1592
2009-03-02,CVP,2,4,2.72,6923
2019-01-12,CVP,2,0,0.00,6818
2020-11-24,CVP,2,0,0.00,1942
2013-06-15,SWP,2,0,0.00,5174
2018-08-16,CVP,2,0,0.00,8441
2012-05-23,CVP,2,0,0.00,1620
2007-11-13,SWP,2,0,0.00,5965
2011-01-17,SWP,2,0,0.00,14704
2008-08-19,CVP,2,0,0.00,6775
2006-09-08,SWP,2,0,0.00,13909
2011-06-17,SWP,2,0,0.00,13216
2011-10-21,SWP,2,0,0.00,11088
2015-05-20,SWP,2,0,0.00,1092
2004-04-22,SWP,2,NS,0.00,0
2007-04-24,CVP,2,0,0.00,1987
2006-01-24,SWP,2,0,0.00,6088
1999-05-06,SWP,2,11,47.63,2734
1999-06-13,SWP,2,0,0.00,1456
1994-12-03,CVP,2,0,0.00,2931
2002-07-02,CVP,2,0,0.00,8614
2001-08-28,SWP,2,0,0.00,5950
2018-09-19,CVP,2,0,0.00,8418
2007-07-10,SWP,2,0,0.00,11156
2013-11-08,SWP,2,0,0.00,4568
2013-11-19,CVP,2,0,0.00,3870
2003-08-29,SWP,2,0,0.00,13831
2005-03-18,SWP,2,0,0.00,10877
2010-10-03,SWP,2,0,0.00,12112
1993-11-20,CVP,2,0,0.00,8365
2010-10-05,SWP,2,0,0.00,12035
2014-08-08,CVP,2,0,0.00,1606
2018-01-05,CVP,2,0,0.00,5401
2008-10-11,CVP,2,0,0.00,8434
2009-09-26,CVP,2,0,0.00,8146
2018-04-20,CVP,2,0,0.00,1962
1994-09-23,SWP,2,0,0.00,740
2011-04-17,SWP,2,0,0.00,6608
1997-03-02,CVP,2,0,0.00,7370
2015-10-04,SWP,2,0,0.00,637
2016-06-01,CVP,2,0,0.00,1587
2020-04-27,CVP,2,0,0.00,1953
2007-11-29,SWP,2,0,0.00,6770
2003-05-14,CVP,2,0,0.00,1706
2017-07-08,SWP,2,0,0.00,3179
2002-07-31,CVP,2,0,0.00,8620
1998-05-20,SWP,2,0,0.00,1746
2012-12-01,CVP,2,0,0.00,8714
2015-07-06,CVP,2,0,0.00,612
2013-08-26,CVP,2,0,0.00,8300
2015-01-18,CVP,2,0,0.00,1741
2009-05-30,SWP,2,NS,0.00,0
2022-07-21,CVP,2,0,0.00,5378
1998-12-16,SWP,2,0,0.00,6986
2009-03-26,SWP,2,0,0.00,4400
2006-09-27,CVP,2,0,0.00,8765
2003-03-03,CVP,2,12,8.16,8550
2003-11-23,CVP,2,0,0.00,8583
2007-11-06,CVP,2,0,0.00,8466
2009-12-24,CVP,2,0,0.00,4448
1995-05-02,SWP,2,0,0.00,1139
2018-07-26,CVP,2,0,0.00,8400
2021-04-01,SWP,2,NS,0.00,0
2005-03-20,SWP,2,9,38.97,10629
2010-01-26,CVP,2,0,0.00,5368
2020-05-23,SWP,2,NS,0.00,0
2013-09-30,CVP,2,0,0.00,6561
2006-03-09,SWP,2,6,25.98,4079
2016-07-16,SWP,2,0,0.00,9284
2018-05-11,SWP,2,4,17.32,799
2020-03-06,CVP,2,0,0.00,3577
2002-03-03,SWP,2,4,17.32,8591
2008-12-03,SWP,2,0,0.00,2828
2016-06-27,CVP,2,0,0.00,1578
2012-07-23,SWP,2,0,0.00,11743
2013-09-05,CVP,2,0,0.00,6578
2008-02-19,SWP,2,10,43.30,6836
2016-04-04,SWP,2,0,0.00,910
2021-06-13,CVP,2,NS,0.00,0
2018-07-13,CVP,2,0,0.00,7111
2019-02-18,SWP,2,0,0.00,12851
2015-10-13,SWP,2,0,0.00,91
1995-12-11,CVP,2,0,0.00,8579
1994-12-22,CVP,2,0,0.00,8218
2013-06-06,SWP,2,0,0.00,744
2016-01-15,CVP,2,0,0.00,4805
2019-02-08,SWP,2,0,0.00,5558
1998-04-30,CVP,2,12,8.16,3816
2014-08-08,SWP,2,0,0.00,2470
2016-07-02,SWP,2,0,0.00,14056
2012-10-18,CVP,2,0,0.00,8777
2014-03-08,CVP,2,0,0.00,6547
2002-02-07,SWP,2,0,0.00,11053
2014-02-28,SWP,2,0,0.00,1190
2008-04-29,SWP,2,0,0.00,1309
2019-05-10,SWP,2,0,0.00,3298
2008-12-31,CVP,2,0,0.00,4578
2010-09-07,CVP,2,0,0.00,8141
2020-03-27,SWP,2,18,77.94,6880
2002-03-04,CVP,2,48,32.64,8073
2021-01-16,CVP,2,0,0.00,1655
2012-08-28,SWP,2,0,0.00,8664
2014-12-15,SWP,2,0,0.00,14120
2004-10-05,SWP,2,0,0.00,2916
2006-06-02,CVP,2,24,16.32,5521
2002-11-14,CVP,2,0,0.00,8476
2019-01-10,CVP,2,0,0.00,6953
1994-12-12,CVP,2,0,0.00,5475
2011-02-17,SWP,2,4,17.32,12590
2011-09-01,CVP,2,0,0.00,8214
2013-04-14,SWP,2,0,0.00,2984
2007-10-12,SWP,2,0,0.00,6860
1994-01-30,SWP,2,0,0.00,10596
2012-10-15,SWP,2,0,0.00,4974
2015-04-22,CVP,2,0,0.00,1967
2021-08-15,SWP,2,0,0.00,455
2012-03-23,CVP,2,7.5,5.10,5104
2006-02-14,SWP,2,0,0.00,8959
1998-02-02,CVP,2,24,16.32,7387
2012-07-01,CVP,2,0,0.00,7003
2013-05-23,CVP,2,4,2.72,1606
2014-07-19,CVP,2,0,0.00,226
2020-05-17,SWP,2,0,0.00,731
1995-09-10,SWP,2,0,0.00,6574
2008-07-15,CVP,2,0,0.00,7501
2008-01-17,CVP,2,0,0.00,3808
2000-06-05,CVP,2,0,0.00,2951
2003-11-19,CVP,2,0,0.00,8619
2013-05-28,CVP,2,0,0.00,1608
2000-02-05,CVP,2,0,0.00,8140
1997-11-30,SWP,2,0,0.00,12732
2007-11-11,SWP,2,0,0.00,3237
2002-08-08,CVP,2,0,0.00,8655
2013-08-05,SWP,2,0,0.00,7853
2017-07-17,SWP,2,0,0.00,14132
2002-09-13,CVP,2,0,0.00,8595
2008-02-15,CVP,2,4,2.72,6939
2015-01-04,CVP,2,0,0.00,5539
2004-12-17,CVP,2,0,0.00,8671
1999-03-22,CVP,2,13,8.84,8637
2019-02-08,CVP,2,0,0.00,6975
2015-03-18,CVP,2,0,0.00,1934
2007-08-26,CVP,2,0,0.00,8743
1998-08-05,SWP,2,0,0.00,7546
2011-07-21,CVP,2,0,0.00,8245
2013-11-27,CVP,2,0,0.00,1956
