Date,Year,Month,Specices,Run,Salvage1,Salvage2,OMR,TPR,HRO,Flow.Vernalis,FRE,TEMP PPT,TEMP VER
2013/5/31,2013,May,Salmon,Winter,0,0,-3590.666667,1037.387097,891.0645161,2324.16129,,68.45268817,65.21825726
2013/6/30,2013,June,Salmon,Winter,0,0,-6711.935484,781.5666667,1897.266667,752.7333333,,71.01070932,75.05980529
2013/7/31,2013,July,Salmon,Winter,0,0,-4955.806452,3658.096774,5133.83871,576.8064516,,74.67665317,78.70552561
2013/8/31,2013,August,Salmon,Winter,0,0,-3993.928571,3804.129032,5787.677419,524.7419355,,72.42355316,76.21370968
2013/9/30,2013,September,Salmon,Winter,0,0,287.7419355,3290.9,3281.466667,833.1666667,,71.00041725,71.50388889
2013/10/31,2013,October,Salmon,Winter,0,0,2350.333333,2273.354839,1150.322581,1322.206897,,64.22637954,61.89878869
2013/11/30,2013,November,Salmon,Winter,0,0,1512,1739.933333,1928.266667,1144.32,,57.31944444,55.04617524
2013/12/31,2013,December,Salmon,Winter,0,0,,983.2258065,1638.032258,1014.064516,,48.01061828,46.59556452
2014/1/31,2014,January,Salmon,Winter,0,0,,435.4516129,1046.483871,856.0322581,,48.91305518,49.96303763
2014/2/28,2014,February,Salmon,Winter,0,0,,1292.107143,1234.535714,821.8928571,,53.69716841,55.80104478
2014/3/31,2014,March,Salmon,Winter,52,110.5,,2206.032258,2016.645161,843.9354839,,59.4388664,61.32176471
2014/4/30,2014,April,Salmon,Winter,0,35,,3030.966667,593.7333333,1769.733333,,63.88305556,63.55819444
2014/5/31,2014,May,Salmon,Winter,0,0,,1014.903226,261,1527.612903,,68.73239247,64.52876344
2014/6/30,2014,June,Salmon,Winter,0,0,,249.3,538.2,318.8214286,,73.45125348,75.14736111
2014/7/31,2014,July,Salmon,Winter,0,0,,608.2258065,1109.290323,253.5483871,,74.67244624,78.63655914
2014/8/31,2014,August,Salmon,Winter,0,0,,539.9354839,1609.354839,306.7741935,,74.78803763,76.83790323
2014/9/30,2014,September,Salmon,Winter,0,0,,1378.3,1984.266667,409.8,,72.67819444,73.78111111
2014/10/31,2014,October,Salmon,Winter,0,0,,717.7096774,351.7419355,624.4827586,,68.92847503,66
2014/11/30,2014,November,Salmon,Winter,0,0,,814.1666667,2090.1,983.1666667,,60.50041725,57.71
2014/12/31,2014,December,Salmon,Winter,24,28,,2215.032258,4226.83871,1281.677419,,54.77267833,54.32137097
2015/1/31,2015,January,Salmon,Winter,24,24,,1251.548387,3876.83871,921.4193548,,49.22153432,50.94018817
2015/2/28,2015,February,Salmon,Winter,14,0,,1000.821429,3976.714286,885.4615385,,55.47623318,57.74077381
2015/3/31,2015,March,Salmon,Winter,1,0,,1698.096774,1177.741935,636.0967742,,61.61621622,63.1032345
2015/4/30,2015,April,Salmon,Winter,0,0,,943.1,508.8,845.4666667,,63.74289733,64.30736111
2015/5/31,2015,May,Salmon,Winter,0,0,,319.2258065,500.516129,398.7741935,,67.62787551,71.23508065
2015/6/30,2015,June,Salmon,Winter,,,,362.4333333,295.6,189.6666667,,72.89986034,77.93180556
2015/7/31,2015,July,Salmon,Winter,,,,306.1935484,275.483871,130.7419355,,75.00432432,78.57303523
2015/8/31,2015,August,Salmon,Winter,,,,524.9354839,699.5483871,165.483871,,73.89099462,76.93571429
2015/9/30,2015,September,Salmon,Winter,,,,1370.466667,734.9333333,243.5,,72.85334262,72.44916667
2015/10/31,2015,October,Salmon,Winter,,,,1044.774194,246.0967742,613.3225806,,69.2811828,67.50995962
2015/11/30,2015,November,Salmon,Winter,,,,1501.066667,674.7,938.9333333,,58.14436718,54.35438108
2015/12/31,2015,December,Salmon,Winter,,,,1110.387097,1244.16129,754,,49.89536153,48.61965007
2016/1/31,2016,January,Salmon,Winter,,,,2353.064516,2220.741935,1612.193548,,49.29300135,50.91307278
2016/2/29,2016,February,Salmon,Winter,,,,2892.206897,2138.827586,1042.758621,,54.24884726,56.86604317
2016/3/31,2016,March,Salmon,Winter,,,,3094.387097,2633.16129,2038.806452,22930.41667,58.19836957,62.43423181
2016/4/30,2016,April,Salmon,Winter,,,,994.6,731.2333333,1761.3,,64.08114525,64.54777778
2016/5/31,2016,May,Salmon,Winter,,,,1074.354839,919.5806452,1861.806452,,67.44341398,64.17631225
2016/6/30,2016,June,Salmon,Winter,,,,1075.333333,3228.366667,591.5333333,,72.66290098,73.90611111
2016/7/31,2016,July,Salmon,Winter,,,,962.8709677,5875.290323,290.9677419,,74.53401361,78.27096774
2016/8/31,2016,August,Salmon,Winter,,,,2623.903226,6936.870968,244.4,,72.8397039,76.88371467
2016/9/30,2016,September,Salmon,Winter,,,,3820.1,5489.966667,274.2666667,,70.02239221,72.51375
2016/10/31,2016,October,Salmon,Winter,,,,3811.903226,2856.516129,1223.677419,,64.72638701,63.9188172
2016/11/30,2016,November,Salmon,Winter,,,,2669.7,4872.066667,1147.066667,,60.20925666,58.68027778
2016/12/31,2016,December,Salmon,Winter,,,,3540.258065,4903.774194,1064.032258,18104.75,50.01253369,49.55854643
2017/1/31,2017,January,Salmon,Winter,,,,3771.419355,7741.774194,13831.93548,62456.86957,48.90337838,50.07106326
2017/2/28,2017,February,Salmon,Winter,,,,3982.392857,7327.285714,29723.77778,113412.7778,53.17306548,53.29836066
2017/3/31,2017,March,Salmon,Winter,,,,3678.870968,891.3225806,29389.41935,27209.96,57.53215259,56.58921833
2017/4/30,2017,April,Salmon,Winter,,,,3945.066667,1413.133333,23651.2,26335.04545,59.8559322,58.14763889
2017/5/31,2017,May,Salmon,Winter,,,,2424,4074.387097,19413.12903,8843.333333,65.53126685,60.90201613
2017/6/30,2017,June,Salmon,Winter,,,,4384.3,6594.8,14262.3,,70.60668524,65.77955494
2017/7/31,2017,July,Salmon,Winter,,,,4245.419355,6555.83871,8878.806452,,75.37884615,67.31135135
2017/8/31,2017,August,Salmon,Winter,,,,4354.032258,7101.096774,5238.83871,,74.37625509,65.72037787
2017/9/30,2017,September,Salmon,Winter,,,,4061.266667,5478.433333,3251.6,,71.57399166,67.35125
2017/10/31,2017,October,Salmon,Winter,,,,4362.483871,1416.225806,2723.580645,,63.3936228,60.78469539
2017/11/30,2017,November,Salmon,Winter,,,,3067.1,4339.733333,2038,,59.05688456,56.61902778
2017/12/31,2017,December,Salmon,Winter,,,,4057.645161,4199.032258,2056.935484,,51.02368775,49.06971736
2018/1/31,2018,January,Salmon,Winter,,,,3331.258065,3015.258065,2264.548387,,50.46576819,52.46890983
2018/2/28,2018,February,Salmon,Winter,,,,1833.607143,2054.678571,2145.75,,52.67759398,53.13785395
2018/3/31,2018,March,Salmon,Winter,,,,2735.258065,3672.16129,3491.83871,,54.29547945,57.38638814
2018/4/30,2018,April,Salmon,Winter,,,,1908.266667,1801.733333,6852.9,6416.25,61.94915254,60.17597222
2018/5/31,2018,May,Salmon,Winter,,,,1660.612903,826.2903226,5218.419355,,67.26175676,61.37876344
2018/6/30,2018,June,Salmon,Winter,,,,2706.566667,778.2333333,1582.1,,72.63036212,70.05869263
2018/7/31,2018,July,Salmon,Winter,,,,3859.290323,1621.741935,711.9677419,,74.73640054,79.36408163
2018/8/31,2018,August,Salmon,Winter,,,,4244.193548,5750.677419,592.3225806,,73.00040872,76.32220727
2018/9/30,2018,September,Salmon,Winter,,,,4046.266667,5909,931.8333333,,70.03537604,71.76763889
2018/10/31,2018,October,Salmon,Winter,,,,4067.806452,3645.193548,1846.612903,,65.41695828,63.92352151
2018/11/30,2018,November,Salmon,Winter,,,,2521.533333,1319.433333,1562.7,,57.55006974,54.52541667
2018/12/31,2018,December,Salmon,Winter,,,,3905.645161,3665.258065,1386.612903,,52.29676985,52.11370968
2019/1/31,2019,January,Salmon,Winter,,,,3575.516129,2380.677419,1543.806452,0.5,49.91626344,51.83391655
2019/2/28,2019,February,Salmon,Winter,,,,3818.5,4557.464286,8670.642857,30436.44444,50.5515015,54.73125
2019/3/31,2019,March,Salmon,Winter,,,,2185.83871,5451.290323,15684.90323,40457.72,54.98218623,53.76442049
2019/4/30,2019,April,Salmon,Winter,,,,1613.2,1342.7,11543.3,17851.6,61.58267606,61.97357143
2019/5/31,2019,May,Salmon,Winter,,,,854.4444444,1026.555556,8319.888889,,65.66124567,72.25086505
1993/1/31,1993,January,Salmon,Spring,0,0,-8014.193548,,7560.096774,,,,
1993/2/28,1993,February,Salmon,Spring,0,0,-5939.714286,,5191.964286,,,,
1993/3/31,1993,March,Salmon,Spring,20,48,-3668.193548,,1943.612903,,,,
1993/4/30,1993,April,Salmon,Spring,932,2376,-3201.533333,,2793.333333,,,,
1993/5/31,1993,May,Salmon,Spring,965,3372,-835.5806452,,1672.129032,,,,
1993/6/30,1993,June,Salmon,Spring,4,24,-2923.533333,,1990.666667,,,,
1993/7/31,1993,July,Salmon,Spring,0,0,-7321.612903,,4092.612903,,,,
1993/8/31,1993,August,Salmon,Spring,0,0,-8738.709677,,6172.064516,,,,
1993/9/30,1993,September,Salmon,Spring,0,0,-8287.333333,,6372.7,,,,
1993/10/31,1993,October,Salmon,Spring,0,0,-7877.741935,,6486.741935,,,,
1993/11/30,1993,November,Salmon,Spring,0,0,-3416.666667,,2583.5,,,,
1993/12/31,1993,December,Salmon,Spring,0,0,-4882.903226,4033,6268.096774,,,,
1994/1/31,1994,January,Salmon,Spring,0,0,-2336.451613,2277.064516,3457.16129,,,,
1994/2/28,1994,February,Salmon,Spring,0,0,-2307.857143,3869.607143,1924.64,,,,
1994/3/31,1994,March,Salmon,Spring,14,216,-1543.580645,2267.870968,1871.419355,,,,
1994/4/30,1994,April,Salmon,Spring,215,3182.9,-979.8666667,1558.5,316.8,,,,
1994/5/31,1994,May,Salmon,Spring,161,408,-1012.870968,1123.16129,703.1612903,,,,
1994/6/30,1994,June,Salmon,Spring,0,0,-1095.633333,1327.966667,319.3666667,,,,
1994/7/31,1994,July,Salmon,Spring,0,0,-2730.451613,2511.83871,1605.354839,,,,
1994/8/31,1994,August,Salmon,Spring,0,0,-5324.516129,2439.83871,3493.225806,,,,
1994/9/30,1994,September,Salmon,Spring,0,0,-3923.266667,3540.6,3692.766667,,,,
1994/10/31,1994,October,Salmon,Spring,0,0,-2512.645161,2479.741935,2769.548387,,,,
1994/11/30,1994,November,Salmon,Spring,0,0,-5004,2757.433333,3885.6,,,,
1994/12/31,1994,December,Salmon,Spring,0,0,-4507.935484,3444.851852,3848.64,,,,
1995/1/31,1995,January,Salmon,Spring,0,0,-7492.903226,,7374.551724,,,,
1995/2/28,1995,February,Salmon,Spring,4,12,-4271.607143,,5165.428571,,,,
1995/3/31,1995,March,Salmon,Spring,0,336,5115.903226,,452.6551724,,,,
1995/4/30,1995,April,Salmon,Spring,14,6834,6954.333333,,141.962963,,,,
1995/5/31,1995,May,Salmon,Spring,1968,12447,7361.290323,,1253.193548,23041.72727,,,
1995/6/30,1995,June,Salmon,Spring,2353,5100,-241.0633333,,3345.448276,14314.7931,,,
1995/7/31,1995,July,Salmon,Spring,0,0,-3312.806452,,5908.37931,11612.54167,,,
1995/8/31,1995,August,Salmon,Spring,0,0,-3960.322581,,4727.703704,4577.2,,,
1995/9/30,1995,September,Salmon,Spring,0,0,-3736.466667,,2923,4807.15,,,
1995/10/31,1995,October,Salmon,Spring,0,0,-3834.806452,,2954.967742,5674.133333,,,
1995/11/30,1995,November,Salmon,Spring,0,0,-2734.333333,,1328.466667,2713.565217,,,
1995/12/31,1995,December,Salmon,Spring,0,0,-2395.83871,,42.83870968,2526.862069,,,
1996/1/31,1996,January,Salmon,Spring,0,0,-7256.129032,4268.37931,5736.344828,2683.16129,,,
1996/2/29,1996,February,Salmon,Spring,4,24,142.137931,3587.37931,2978.724138,10705.7931,,,
1996/3/31,1996,March,Salmon,Spring,347,84,3977.714286,738.9032258,2656.806452,14468.3871,14243.5625,,
1996/4/30,1996,April,Salmon,Spring,2588,17556,74,2401,1777.3,7218.9,,,
1996/5/31,1996,May,Salmon,Spring,1910,5856,-344,2073.774194,2568.83871,8349.612903,4443.8,,
1996/6/30,1996,June,Salmon,Spring,133,168,-7155.666667,4415.533333,5014.133333,3951.8,,,
1996/7/31,1996,July,Salmon,Spring,0,0,-8369.677419,4448.612903,5996.580645,2475.774194,,,
1996/8/31,1996,August,Salmon,Spring,0,0,-3696.129032,4377.741935,6175.709677,2340.862069,,,
1996/9/30,1996,September,Salmon,Spring,0,0,-7399.333333,4289.933333,5802.666667,2415.033333,,,
1996/10/31,1996,October,Salmon,Spring,0,0,-7569.354839,4163.290323,5472.645161,2750.032258,,,
1996/11/30,1996,November,Salmon,Spring,0,0,-7870,4250.482759,5830.866667,2792.333333,,,
1996/12/31,1996,December,Salmon,Spring,0,0,-1411.064516,4228.066667,3619.580645,11140.22581,4040.290323,,
1997/1/31,1997,January,Salmon,Spring,0,0,21080.32258,3073.333333,1693.111111,32469.03226,101132.2903,,
1997/2/28,1997,February,Salmon,Spring,9,12,20630.71429,555.6071429,1574.535714,32138.92857,36378.15385,,
1997/3/31,1997,March,Salmon,Spring,1373,15642,1107.935484,4320.666667,2702.8,13262.74194,,,
1997/4/30,1997,April,Salmon,Spring,5865.7,18696,-3661.733333,2752.103448,1834.448276,4698.266667,,,
1997/5/31,1997,May,Salmon,Spring,509.3,1080,-2312.612903,1744.419355,1330.419355,4625.774194,,,
1997/6/30,1997,June,Salmon,Spring,0,36,-5584,4457.266667,2575.466667,2859.633333,,,
1997/7/31,1997,July,Salmon,Spring,0,0,-5388.064516,4413.833333,5265.966667,1866.2,,,
1997/8/31,1997,August,Salmon,Spring,0,0,-5400.344828,4430.290323,4359.225806,1705.612903,,,
1997/9/30,1997,September,Salmon,Spring,0,0,-5909.666667,4318.586207,5690.758621,1955.2,,,
1997/10/31,1997,October,Salmon,Spring,8,0,-5164.516129,4223.206897,4466.586207,2556.322581,,,
1997/11/30,1997,November,Salmon,Spring,0,0,-5784.666667,4184.37037,5022.222222,2133.7,,,
1997/12/31,1997,December,Salmon,Spring,0,0,-8471.612903,3899.774194,6721.516129,2014.774194,,,
1998/1/31,1998,January,Salmon,Spring,0,0,-3268.870968,3881,3194.483871,5622.354839,47796.0625,,
1998/2/28,1998,February,Salmon,Spring,0,12,13019.71429,2948.178571,131.1785714,28044.85714,113780.8214,,
1998/3/31,1998,March,Salmon,Spring,0,7288,8189.354839,2072.766667,240.8,19378.48387,38892.05556,,
1998/4/30,1998,April,Salmon,Spring,0,10508,9883.666667,1375.481481,17.62068966,21840.8,14867.54545,,
1998/5/31,1998,May,Salmon,Spring,307,15900,5840.967742,1962.333333,423.5714286,17833.74194,5061,,
1998/6/30,1998,June,Salmon,Spring,144,420,3906.4,2866.344828,2158.172414,18023.5,11916.875,,
1998/7/31,1998,July,Salmon,Spring,0,0,-897.4193548,4056.774194,3470.354839,14312.72414,,,
1998/8/31,1998,August,Salmon,Spring,0,0,-5917.741935,4372.225806,4395.258065,5525.533333,,,
1998/9/30,1998,September,Salmon,Spring,0,0,-5534.666667,4342.703704,4335.291667,5334.766667,,,
1998/10/31,1998,October,Salmon,Spring,0,0,-5418.387097,4550.451613,5465.612903,5715.258065,,,
1998/11/30,1998,November,Salmon,Spring,0,0,-2411.836667,2506.48,2358.233333,3586.551724,,,
1998/12/31,1998,December,Salmon,Spring,0,0,40.62580645,23.61290323,2144.387097,4117.774194,831.25,,
1999/1/31,1999,January,Salmon,Spring,0,0,-1700,2911.5,1352.566667,4377.129032,,,
1999/2/28,1999,February,Salmon,Spring,14,60,1110.309643,4268.62963,928.4285714,10976.10714,31318.36842,,52.03064516
1999/3/31,1999,March,Salmon,Spring,344,2833,-1865.677419,4069.709677,3139.846154,8300.83871,18881.92857,,53.70952381
1999/4/30,1999,April,Salmon,Spring,17676,22778.7,-1332.723333,1741.851852,2936.933333,6188.433333,,,57.47517434
1999/5/31,1999,May,Salmon,Spring,6316,5769.9,-1062.387097,1647.357143,1545.785714,5676.258065,,,62.33293011
1999/6/30,1999,June,Salmon,Spring,0,24,-3542.7,3305.833333,956.4666667,3134.066667,,,68.29611111
1999/7/31,1999,July,Salmon,Spring,0,0,-7621.935484,4393.230769,6019.129032,2192.516129,,,73.9477027
1999/8/31,1999,August,Salmon,Spring,0,0,-9896.129032,4351.451613,6505.903226,1934.677419,,,73.61648649
1999/9/30,1999,September,Salmon,Spring,0,0,-9534.666667,4235.633333,6828.6,1987,,,71.31061453
1999/10/31,1999,October,Salmon,Spring,0,0,-6476.451613,4249.032258,4935.677419,2413.580645,,,64.20054127
1999/11/30,1999,November,Salmon,Spring,0,0,-6608,4211.633333,5222.966667,2208.517241,,,56.9627972
1999/12/31,1999,December,Salmon,Spring,0,0,-4484.677419,2543.935484,3803.612903,1736.258065,,,49.08010899
2000/1/31,2000,January,Salmon,Spring,0,0,-7390.645161,3204.774194,6439.064516,2092.806452,,,51.44341927
2000/2/29,2000,February,Salmon,Spring,52,84,-6536.62069,4107.655172,7330.896552,7349.034483,56592.47059,,54.23599398
2000/3/31,2000,March,Salmon,Spring,1462,1620,-2140.225806,3380.870968,5578.483871,12360.64516,56885.64706,,55.22005731
2000/4/30,2000,April,Salmon,Spring,16451,22896,-4253.6,2206.733333,3032.9,5447.966667,,,61.69830508
2000/5/31,2000,May,Salmon,Spring,1494,662,-2210.177419,1234.967742,1588.806452,4881.741935,,,64.77605442
2000/6/30,2000,June,Salmon,Spring,18,0,-6622,3044.566667,4234.166667,2910.833333,,,72.95827538
2000/7/31,2000,July,Salmon,Spring,0,0,-9283.870968,4318.516129,5827.032258,1959.193548,,,75.60108108
2000/8/31,2000,August,Salmon,Spring,0,0,-9410.322581,4388.4,6132.3,2108.483871,,,74.55833333
2000/9/30,2000,September,Salmon,Spring,6,0,-9156,4254.866667,6517.5,2322.7,,,58.7932299
2000/10/31,2000,October,Salmon,Spring,0,0,-7663.870968,4208.032258,4987.387097,2807,,,63.00845839
2000/11/30,2000,November,Salmon,Spring,0,0,-8135,4060.966667,5414.266667,2412.733333,,,53.3150838
2000/12/31,2000,December,Salmon,Spring,0,0,-6412.580645,3910.419355,4752.580645,2212.225806,,,50.49521127
2001/1/31,2001,January,Salmon,Spring,0,0,-3604.096774,2737.096774,3925.258065,2457.903226,,,48.28319892
2001/2/28,2001,February,Salmon,Spring,0,0,-6080.714286,3519.428571,4696.857143,3191.857143,,,51.48922156
2001/3/31,2001,March,Salmon,Spring,1604,1092,-4948.16129,1883.193548,5867.064516,3559.290323,,,60.58075881
2001/4/30,2001,April,Salmon,Spring,5344,8784,-2697.233333,2177.366667,1655.233333,3078.666667,,,61.81120448
2001/5/31,2001,May,Salmon,Spring,1164,216,-715.7419355,856.7096774,550,3589.103448,,,68.78048452
2001/6/30,2001,June,Salmon,Spring,0,0,-3217,2753.566667,151.1,1623.166667,,,74.18477654
2001/7/31,2001,July,Salmon,Spring,0,0,-7101.290323,4135.451613,3523.548387,1401.419355,,,76.66904441
2001/8/31,2001,August,Salmon,Spring,0,0,-8411.290323,4130.322581,4042.096774,1339.83871,,,76.12483131
2001/9/30,2001,September,Salmon,Spring,0,0,-7682.333333,4080.833333,3574.466667,1379.5,,,72.16648122
2001/10/31,2001,October,Salmon,Spring,0,0,-4580.645161,3532.451613,980.7096774,1891.419355,,,65.1120108
2001/11/30,2001,November,Salmon,Spring,0,0,-6505.633333,3749.233333,3229.566667,2063.466667,,,57.8448324
2001/12/31,2001,December,Salmon,Spring,0,0,-7872.935484,3670.806452,6123.935484,2100.83871,,,50.62643052
2002/1/31,2002,January,Salmon,Spring,0,36,-8021.290323,4143.193548,6456.774194,2697.032258,14884.42857,,50.09402174
2002/2/28,2002,February,Salmon,Spring,0,12,-7401.071429,3471.678571,4942.321429,1894.714286,,,54.10747384
2002/3/31,2002,March,Salmon,Spring,160,961,-6492.258065,4174.83871,3892.709677,2131.419355,,,58.24175676
2002/4/30,2002,April,Salmon,Spring,1283,7760,-4028.233333,2140.966667,2104.066667,2603.833333,,,63.15602241
2002/5/31,2002,May,Salmon,Spring,466,229,-2030.645161,855.1290323,625.2258065,2798.354839,,,66.14783784
2002/6/30,2002,June,Salmon,Spring,0,24,-5039.633333,2418.933333,2146.466667,1428.2,,,74.25408451
2002/7/31,2002,July,Salmon,Spring,0,0,-10819.35484,4347.580645,6222.419355,1273.645161,,,77.27530529
2002/8/31,2002,August,Salmon,Spring,0,0,-11074.23077,4329.258065,6732.709677,1149.806452,,,75.48459459
2002/9/30,2002,September,Salmon,Spring,0,0,-8607,4277.833333,4131.333333,1161.233333,,,72.2320781
2002/10/31,2002,October,Salmon,Spring,0,0,-4541.290323,4080.354839,1728.322581,1562.967742,,,63.29505495
2002/11/30,2002,November,Salmon,Spring,0,0,-5820.869565,3664.466667,3143.833333,1619.2,,,56.1013947
2002/12/31,2002,December,Salmon,Spring,0,0,-5764.193548,3327.387097,4136.451613,1950.193548,6214,,50.83980978
2003/1/31,2003,January,Salmon,Spring,6,36,-8268.387097,4254.290323,5783.064516,1929.935484,13238.22222,,52.60458839
2003/2/28,2003,February,Salmon,Spring,12,12,-9086.071429,4265.964286,6351.25,1921.035714,,,53.8922619
2003/3/31,2003,March,Salmon,Spring,2592,2616,-8737.741935,4346.935484,6253.677419,2188.903226,,,60.55966851
2003/4/30,2003,April,Salmon,Spring,5906,4476,-4513.733333,1896.033333,2546.5,2655.466667,,,61.01986014
2003/5/31,2003,May,Salmon,Spring,518,396,-1994.870968,1462.16129,879.8709677,2691.258065,113,,67.09702703
2003/6/30,2003,June,Salmon,Spring,0,0,-4275,4405.166667,5929.5,2229.433333,,,71.11478382
2003/7/31,2003,July,Salmon,Spring,0,0,-4330,4192.290323,6592.387097,1481.387097,,,77.79905533
2003/8/31,2003,August,Salmon,Spring,0,0,-4529.032258,4300.483871,6954.354839,1430.806452,,,75.98679245
2003/9/30,2003,September,Salmon,Spring,0,0,-4518.666667,4143.866667,6718.633333,1382.466667,,,72.95784314
2003/10/31,2003,October,Salmon,Spring,0,0,-3919.032258,4292.580645,2934.645161,1927.451613,,,65.15399188
2003/11/30,2003,November,Salmon,Spring,0,0,-5287.931034,4316.066667,3762.1,1694.233333,,,54.57663421
2003/12/31,2003,December,Salmon,Spring,0,0,-5681.806452,4142.677419,4204.516129,1515.37931,,,51.46005398
2004/1/31,2004,January,Salmon,Spring,6,0,-7421.290323,4349.266667,6919.566667,1684.354839,1691.666667,,50.04414536
2004/2/29,2004,February,Salmon,Spring,12,0,-3802.413793,3960.62069,6367.448276,2124.965517,65151.6,,53.38933718
2004/3/31,2004,March,Salmon,Spring,950,1068,-2749,4134.129032,6881.645161,3273.677419,39099.1,,61.10888291
2004/4/30,2004,April,Salmon,Spring,1173,1146,-1498.238095,1952.166667,2067,2758.6,,,63.44774648
2004/5/31,2004,May,Salmon,Spring,168,216,-2150.083871,959.3225806,732.6129032,2683.419355,,,68.31725067
2004/6/30,2004,June,Salmon,Spring,0,0,-6276.827586,3625.866667,1597.166667,1466.1,,,72.99059334
2004/7/31,2004,July,Salmon,Spring,0,0,-8263.548387,4366.322581,6208.032258,1146.483871,,,76.8097166
2004/8/31,2004,August,Salmon,Spring,0,0,-4668.387097,4429.709677,6593.096774,1136.645161,,,76.33346829
2004/9/30,2004,September,Salmon,Spring,0,0,-5040,4384.933333,5030.133333,1125.1,,,71.54614306
2004/10/31,2004,October,Salmon,Spring,0,0,-5577.096774,4355.709677,2764.870968,1768.290323,,,63.71629834
2004/11/30,2004,November,Salmon,Spring,0,0,-5735,4290.033333,3826.033333,1622.933333,,,54.81509168
2004/12/31,2004,December,Salmon,Spring,0,0,-5189.032258,3793.645161,4284.354839,1567.483871,,,49.95477793
2005/1/31,2005,January,Salmon,Spring,0,0,-7696.774194,4077.322581,7783.16129,5011.16129,,,49.31214575
2005/2/28,2005,February,Salmon,Spring,6,0,-5079.071429,3888.75,4987,5373.25,,,54.54910448
2005/3/31,2005,March,Salmon,Spring,281,2784,-1725.032258,3376.548387,3620.516129,7547.387097,,,57.11967655
2005/4/30,2005,April,Salmon,Spring,3064,6687,-286.1666667,2117.466667,3759.5,9974.233333,,,57.12164804
2005/5/31,2005,May,Salmon,Spring,1435,2731,1710.129032,1076.233333,1866.4,10466.74194,21322.5,,61.05215633
2005/6/30,2005,June,Salmon,Spring,122,72,-2624.433333,4167,5492.666667,10316.93333,,,65.62795549
2005/7/31,2005,July,Salmon,Spring,0,0,-7412.258065,4374.258065,7121.129032,4741.806452,,,72.59015048
2005/8/31,2005,August,Salmon,Spring,0,0,-4289.032258,4408.16129,7057.354839,2769.225806,,,74.3477551
2005/9/30,2005,September,Salmon,Spring,0,0,-8404.4,4361.633333,7117.9,2297.733333,,,70.16555091
2005/10/31,2005,October,Salmon,Spring,0,0,-10124.83871,4335.290323,6315.580645,2362.866667,,,63.68484438
2005/11/30,2005,November,Salmon,Spring,0,0,-8316.333333,4279.033333,5262.1,2027.862069,,,56.15855355
2005/12/31,2005,December,Salmon,Spring,0,0,-8057.419355,4267.645161,6520.903226,3515.935484,53742.14286,,51.49959677
2006/1/31,2006,January,Salmon,Spring,0,0,-333.0357143,3910.709677,3203.580645,13192.90323,78763.31818,,50.81372283
2006/2/28,2006,February,Salmon,Spring,18,48,-4718.142857,4313.785714,4832.857143,6494,11745.25,,52.16512668
2006/3/31,2006,March,Salmon,Spring,209,228,551.3935484,3256.193548,2727.354839,11759.83871,35220.33333,,52.50960758
2006/4/30,2006,April,Salmon,Spring,1842,436,12837,814.7333333,2721.666667,28148.86667,56452.86667,55.48022284,57.8599162
2006/5/31,2006,May,Salmon,Spring,291,2712,11486.12903,1799.548387,1904.419355,26699.3871,12286.6,64.92262873,64.03929539
2006/6/30,2006,June,Salmon,Spring,51,588,1300.5,3356.566667,3637.633333,16067.26667,,71.54957865,68.52903226
2006/7/31,2006,July,Salmon,Spring,0,0,-5785.16129,4395.483871,6829.83871,5811.928571,,75.5129927,73.8171159
2006/8/31,2006,August,Salmon,Spring,0,0,-9957.419355,4393.258065,7104.129032,3663.258065,,70.97055118,71.19798116
2006/9/30,2006,September,Salmon,Spring,0,0,-9829.666667,4370.633333,7075.033333,3058.166667,,69.50339463,67.39437412
2006/10/31,2006,October,Salmon,Spring,0,0,-7854.193548,4308.064516,6068.064516,3648.354839,,63.29183673,60.1051144
2006/11/30,2006,November,Salmon,Spring,0,0,-7113.666667,4026.766667,5383.766667,2501.464286,,57.67596567,56.23488045
2006/12/31,2006,December,Salmon,Spring,0,0,-8007.419355,4133.032258,6539.419355,2328.967742,,49.49351351,49.28625337
2007/1/31,2007,January,Salmon,Spring,0,0,-5045.935484,4344.774194,3445.451613,2448.096774,,45.06027211,46.7628533
2007/2/28,2007,February,Salmon,Spring,0,12,-4075.964286,4360.714286,2495.285714,2500.5,,51.02136364,53.35151057
2007/3/31,2007,March,Salmon,Spring,24,132,-4585.967742,4015.741935,2977.548387,2507.068966,,57.60874832,60.05673854
2007/4/30,2007,April,Salmon,Spring,754,2376,-3618.433333,2723.733333,2031.133333,2512.066667,,61.84446023,62.81169916
2007/5/31,2007,May,Salmon,Spring,75,36,-1297.032258,841.4193548,480.9354839,3009.774194,,67.37916667,65.60795148
2007/6/30,2007,June,Salmon,Spring,0,0,-2434.1,2473.333333,364.9333333,1873.633333,,71.20130624,71.44740533
2007/7/31,2007,July,Salmon,Spring,0,0,-10425.48387,4382.612903,6485.387097,1007.451613,,73.01409214,76.99161028
2007/8/31,2007,August,Salmon,Spring,0,0,-10172.58065,4421.322581,6739.774194,1006.451613,,72.86436314,76.7879567
2007/9/30,2007,September,Salmon,Spring,0,0,-8890.333333,4326.766667,5273.5,1013.1,,70.08039216,71.72891061
2007/10/31,2007,October,Salmon,Spring,0,0,-6574.83871,4254.709677,3123.83871,1538.741935,,62.97767123,63.10780619
